id,question
800241,老师您好！请问什么是双定户？是关于个体户的
800242,老师，公司账上挂了一笔其他应付款贷方余额5000，经查是2011年一公司外部人员报销勘查费未支付其款项。所以计入其他应付款，其一直未向公司索要。余额挂到现在，请问这种情况可以怎么处理，需要调账吗
800243,老师，你好，网上认证发票需要去税局窗口开通 这项业务吗？还是网上可以申请
800245,工地渣土外运费用怎么做分录
800246,供应商给与的货款折让，是不是要冲减财务费用？
800247,老师你好，现接手一家新企业，之前的会计交接不清楚，说白了就是稀里糊涂的接手了这份会计工作。之前的成本结转也不知道她是怎么结转的，现在我接手的话，能更换了成本会计核算方式吗
800248,销项发票开：467921.23元，进项发票可以认证457682.84吗？
800249,查账征收和查账征收的财务报表填写有什么区别么
800250,老师，个体户国税双定额征收，如果每个月征收定50000元，那我们如果一个月里营业收入刚好50000元，还需要交增值税吗？
800251,房租需  要摊  销吗????
800254,"电缆行业
是参照那个行业的会计学习呢？"
800255,老师请问贷借记账法的规则是什么
800256,测绘用的＂地形地籍成图软件＂是作为＂无形资产＂还是＂固定资产＂核算?财务用的＂用友软件＂呢?
800257,对账公户收到同一客户两笔钱，开发票时，可以将这两笔钱的金额加在一起，开在一张发票上不？
800258,是什么差额呀？只交个税吗？
800259,我们公司没有在银行开公户，平时我们付款的时候要填什么单据呢？还是直接付款
800260,如果原来实收资本是500万元，原来3个股东又新增3个股东，同时也增资500万元，变成1000万元，是不是这样没有发生股权转让就不需要交个税。只有发生股权转让时才交个税呢？
800261,一般好像转让的比投资的要少呀，最多相等，这样哪个减哪个呢？
800262,老师，老板的亲戚时不时往我们公司走一笔钱，他个人用房产证抵押贷款，之后贷款入到我们公司账上，再转给他个人，有时他还帮别人走，这样好吗？
800263,建投公司的账务如何处理
800264,佣金发票是多少税率呢 。个人开以及公司开的区别在哪里
800265,打个比方：一个司机接送客户总金额500元，司机那部分占92%，企业占8%那司机领取结算款也做在其他应收账款，公司那部分结算款做在营业收入可以吗？老师你好我司是汽车租赁行业，司机在接送客人，没按规定时间到达目的地，客人投诉，司机扣款金额我想做哪个科目里合适。公司被App平台扣罚款做在营业外支出可以吗？
800266,老师，兴隆经贸(5月份）业务20里：明明业务7是120元卖出去的，还开了发票，只是账未收，入应收账款。另业务11才是200元卖出去的，已到对公帐户，入银行存款。而这里的退货不应该是退的业务11的吗？所以借方不应该是银行存款吗，怎么是应收账款？是因为没有银行退款交易凭证所以从应收来抵是吗？
800267,老师收到一张专票，已经认证，抵扣联和记账联都丢了，现在也联系不到对方单位，可以再转出不抵扣吗？这样操作有什么影响吗？
800268,快帐软件可以同时登入几个人使用?
800269,老师:报所得税的收入是不是看销售的不含税收入了
800270,老师好，我们8月份盘下的公司，10月份才申请了一般纳税人。8-到现在是用Excel做的账，现在开始用金蝶软件做账，我想问下科目表的期初余额该怎么填。另外我们现在所用的东西（我们是物流公司，都是用的现有的东西，叉车，电脑什么的），这些我要体现出来吗？如果需要要怎么做？另外我们是合伙盘下的，别人投资进来的钱怎么算（投进来的钱也已经付了转让费了）。问题比较多，麻烦老师了。
800271,查账征收与核定征收的区别？核定征收的好处
800272,老师彩票平台的经营模式跟账务核算要怎么做呀？一点概念都没有
800273,期初A产品是5件，金额250元，B产品是40件，金额是800元，月末入库A产品4件，半成2件，销售3件件，金额180元，B产品月末入库10件，半成品2件，销售20件，金额是600元，如何算材料成本
800274,老师，分录是接：银行存款95，手续费5，贷：预收账款20，其他应付款80，现金流量怎么指定？我怎么都指定不平
800275,市政道路工程渣土外运，可以计入工程施工-合同成本吗？
800276,老师，我季度不超9万元，只是其中一个月营业额达到5万元，我不明白为什么要交增值税？，（个体户国税双定额征收，如果每个月征收定50000元，那我们如果一个月里营业收入刚好50000元，还需要交增值税吗？）
800277,我们公司9月份成立，小规模纳税人，9月份没有计提工资，10月份发工资时借：管理费用-工资  贷:银行存款，其他应付款-社保，个税   这样行吗？ 9 月份资产负债表上应付职工薪酬也没有做   这样行吗，请老师详细回答
800278,江苏的初级报名链接有没有啊老师
800279,老师，我们有的付款业务，什么票据都没有，这个就做不成账是吧
800280,"金蝶财务软件为什么，凭证的序号每个月的序号为啥连着前面一个月的序号，不是从1号开始，
上个月已经结帐了"
800281,9月份没有做计提工资，10月份发工资，做计提9月份工资，再做发放工资行吗
800282,老师:房地产开发公司的客户买房用公积金是怎么回事，能详细讲解下吗
800283,老师，煤炭增值税专用发票为什么有人12个点就能开出来？
800284,市政道路工程渣土外运怎么做会计成本
800285,你好老师，我公司银行外币户（外币余额为0但本位币借方还有余额，我该怎么冲账呢？）分录是？
800286,"领用材料A产品：1、铁10斤，单价45元，金额450元，;2、螺丝钉23个，单价0.02元;B产品：1,管子14条，单价11元，金额154元，扣扣15个，单价0.05元。二个产品工人工资是70元，如何分配材料"
800287,公司收到为不是员工付款的火车票和飞机票如何入账合适呢？
800288,请问老师，我单位向a人员购买沙石，a未能提供发票，a就联系了b，让b和公司签合同，并支付货款给b，由b开普通发票给我公司，这样税务会查吗？是否符合要求
800289,我有一个民办事业单位业务，它的注册资本金如何处理
800290,老师我只做过一段时间出纳，我在想去记账公司看看是否学起来更直观适合我，还是自己在网上学更适合我？
800291,老师=新开公司，股东没交股金，就已经营，也没有实收资本，发生成本费都挂在其他应付款股东名下，资产负债表上实收资本栏没有数字可以吗
800292,钢贸企业现在是17%的税，想增项技术服务这项，开服务费发票6%的税的可以吗，如果可以需要有进项票吗，怎么取得进项票
800293,政府拨款建设光伏发电公司 分了两个账户拨款 一个是零余额账户  一个是专项扶贫资金 专项扶贫资金只能用于付工程款 而且还只能转账，那这个钱到底是进实收资本还是走专项应付款这个科目
800294,老师，请问收购农产品时自己开票怎么报增值税？
800295,今年9月份刚成立的企业，还用办五证合一吗，现在社保局还没做登记
800296,税负2％，怎么根据税负算应交税费
800298,这个缴纳08月份地税税金，营业税、城市维护建设税等这些不计提吗？
800299,老师，有木有成本核算方面的书籍推荐，谢谢
800300,老师，你好！我想问一下，我们在银行开立基本户，会有账户维护，账户维护管理费，我应该记在“管理费用”而不是“财务费用”吧！？
800301,老师，快账的开办费具体指的是怎么呢？
800303,老师，假如销售额100000税负2应交增值税就是2000，如果销项20000，就要认证18000的票吗？回
800304,老师，企业法人往企业账户里存钱没写投资款，所以计入了其他应付款，那我想知道发生什么样的业务能冲销其他应付啊
800306,这发票的格式有问题不
800307,"买回来的材料又拿出去用在安装上了,管家婆做账是先做材料入库，再做销售单开出吗"
800309,老师，刚听了齐老师的课，有个问题，人工也可以开发票，是指劳务票对吗
800310,请问，法人出钱买的办公用品固定资产可不可以直接借：固定资产/管理费用-办公用品，贷：其他应付款-法人，然后企业账户里有钱是借应付贷银存
800311,比如10月份要发工资了，可是有个员工是迟来10月份他是有工资的，可是还没有到约好的时间发，这该如何处理，他的名字能在发放工资的报表里吗
800312,老师，建筑业预收到了一笔工程款，还没有开票，现在要按未开票收入报增值税，有留底税额，如何做分录呢？
800314,老师，我身份证过期了可以报考初级吗？
800315,进了一批红枣，经过分级，然后包装，在销售，会计分录怎么做？
800316,餐饮发票的发票联弄丢已经隔月了，怎么办？
800318,老师您好！请问逾期申报增值税产生滞纳金，这滞纳金是按哪个金额计算的？是含税销售额？不含税销售额？还是增值税额呢？
800319,别的公司给我们开具劳务费吗？
800320,老师你看我这道题写的对吗？
800321,实操练习金马商贸营业期1月中，月底应付账款科目余额45900，但是资产负债表中应付账款余额填的是136355元，是老师错了吗？
800322,有一个个人，他有一个提成，他从他们公司提不了款，然后通过我们公司打那个款之后，然后吧这个钱给那个人，这样的情况应该怎么做账好呢
800323,请问可以在税前列支的科目有哪些？是可以全额抵扣还是只能部分抵扣？
800324,当请问月未认证的发票如何做分录？下个月抵扣了又如何做分录？
800325,老师:公司的结算期是每上月15到本月15日，跟银行的结算不匹配，做账务处理应该怎么做才更合理？
800326,老师开出去增票要和银行银行收入单位名称一致吗
800327,老师，我们是新成立的小规模商业企业，10月是第二次申报地税，这两上季度收入差不多都是报的85000元的样子，但是在申报附加税的时候，我没有交印花税，有没有问题?税局会不会说我偷税漏税啊?
800328,个体工商户开发票100万。超了20万。税怎么算？
800329,好的，谢谢老师！
800330,老师，工程上的验收费，试验费要放在管理费里面还是放在主营成本里面
800331,我们用用友软件做账，每月只是打印出来记账凭证，账簿没有打印过，是不是到年底都要打印出来
800332,打扰下老师，还在吗？
800333,您好，一般到国税申请开红字发票能在当天就办好吗？还是要过很长一段时间才批准？
800334,请问：公司进了一批红枣，分级包装，包装用的塑料袋，发货时用的纸箱怎么做凭证？包装物单独核算的
800335,老师之前我暂估啦原材料，材料已经被领用做成啦成品，发票回来后因为原材料单价估高啦，暂估大啦，我冲啦暂估可是要冲多进的库存商品时因为是软件做账，而且还设计啦数量金额辅助核算，那我的这个是要吧库存商品上期的也冲掉，在按正确的做一笔吗
800336,不好意思打扰下老师，在吗？
800337,这么晚了打扰下老师，不好意思，我这有个小问题，老师在吗？
800338,您好，我在报小规模纳税人增值税时，我们有一部分金额是未开票金额，在填写销项税额是金税盘开出的金额与总的销项税金额是一致的吗？
800339,兼职的工资可以做劳务报酬所得，报税不呢？
800340,注塑车间的制造费用，在业务33成本中不是已经结转过了了吗，为什么这里还需结转？
800341,老师，记研发支出的分录您帮我写下
800342,如果销售费用误计入成夲了，那年终汇算清缴会有什么影响
800343,老师我想问个问题，公司新成立一家公司，税估计这几天会办好，下个月就得申报了，注册资本1000万这要做凭证吗？
800344,初级会计2018的课件更新了吗
800345,老师。请问公司有一个员工达到法定退休年龄了，但他本人没有要走的意思，公司该怎么办？辞退需要支付赔偿金吗？
800346,老师，内账中记销项，进账不？
800347,老师，去银行开一般户需带什么资料
800348,2018年初级会计职称，预习班在哪、没找到。
800349,2018年初级会计职称考试有财经界的郭德刚王敏老师讲的课吗
800350,购买货品包装物怎么做凭证
800351,老师 目前最新的固定资产认定标准是什么？
800352,"企业接受来料加工制造的代制品和为外单位加工修理的代修品，制造和修理完成验收入库后，应视同企业的产成品”。
2、为了加强对代修品等的管理，要求企业将此类商品视同自己的库存商品来管理和核算。
视同企业库存商品在备查账合适吗？"
800353,"西里云海公司将旗下的云海大厦1-3层，整体出租给某超市使用，双方合同
约定，租赁期限为2017年1月1号起到2026年12月31止，租赁期为10年，前五年租
金为每年280万，后五年租赁为300万。租金在每年1月1号按年支付。
自持物业环节账务处理
增值税＝[收取的租金 ÷（1 11%）] ×11%
增值税销项税额：280÷（1 11%）] ×11% =27.75
2017年1月1日收取租金账务处理如下：
借：银行存款 280 万
贷：预收账款 252.25万元
应交税费——应交增值税-销项税27.75万元

这里的分录可以这样吗 ：
借: 银行存款
   贷: 主营业务收入
        销项税额"
800354,王敏老师讲中级的课不
800355,老师麻烦问一下独资企业和公司有什么区别，独资企业可以自己开发票吗，是不是和小规模一样要做账报税
800356,我是SVIP包括哪些课程
800357,老师，现金科目不能出现负数吧
800358,进销存账已经有明细，月末按商品销售总计做一笔总收入分录，结转总成本，这样一笔分录做到记账模块，可以吗？
800359,灯具行业小小零件很多，如何做进销存账呢？
800360,高速费可以抵扣，应该怎样做账，税率是多少，怎样做分录
800361,如何在这里学习初级职称课程呢？
800362,苹果笔记本看回放为啥不能加速？比如选择播放速度的1.2，1.5，1.8
800363,直播回放怎么打不开，交易性金融资产
800364,法人垫的工资，我要是做研发支出的话我贷方是其他应付款嘛？
800365,应付工资里含社保和个税，计提和支付工资怎么做呢
800366,您好，麻烦想咨询一下总部财务中心和驻外企业的财务如何管理，如何进行财务管理，怎么进行财务核算？
800367,您好，麻烦想咨询一下总部财务中心和驻外企业的财务如何管理，如何进行财务管理，怎么进行财务核算？
800368,从公司内退是什么意思？是好是坏？
800369,老师，有笔货款3万，汇到了公户，对方又不要发票，我该怎么处理这个，不开票，还是
800370,填制报表时，为什么应收账款填制时要根据明细账来填制，根据总账为什么不可以
800371,比如我有一家装饰公司，别人为了贷款，要跟我签订一个假的装饰合同，那对我来说走账怎么走？内账怎么走？外账怎么走呢？
800372,请问老师，连锁药店药店的收入是以药店销售出去多少为收入，那么总公司出库给合个门店怎么做分录呢？
800373,年初预收60万货款，货也在年初发完，但是发票是陆续开的，还差20万左右开完，这样做是否有违规
800374,老师，税负有什么联系吗？为什么是增值税负比销售收入而不是销售收入比增值税负呢？
800375,"老师你好: 
我公司是运输行业，帮别的公司运输货物，挣运输费。 我在这做内账会计：
1.从公户转账给中石化，办油卡的时候，我应该怎么做分录。
2.公司的主油卡分配到各个车辆时我应该怎样做分录。
3.我们公司业务忙不过来，外请别的车辆帮我们公司运输，我们赚取中间差价，我们支付给外请人有些是以油卡抵运费的，怎么做分录？
3.有些公司也给我们油卡，抵付给我们的运费，分录怎么做？
4.我们预付给别人油卡，之后抵他们的运费？分录怎么做？
5。我们老板把油卡卖给私人，打9.5折（主要为了开票，我们进项不多）？这种油卡买卖的分录又该怎么做？"
800376,是总公司进行报税呢
800377,老师，我现在的公司，在我去之前，账很乱，老板要我给他理顺，我怎样开始呢
800378,报税流程  学习税学堂  那个模块
800379,经营范围是机电设备的批发和零售，可以开净水器、阀门的票么？
800380,银行承兑汇票属于其他货币资金吗？
800381,老师，4S店贷款卖车的分录如何做？现有的课程没有这业务，或者老师可以推荐相关的课程吗？
800382,公司在用银行存款购买承兑汇票，支付工程款，这个事项的会计分录怎么写？
800383,苹果电脑看不了回放，怎么办呢？请求技术支持！
800384,老师，企业法人往企业账户里存钱没写投资款，所以计入了其他应付款，那我想知道发生什么样的业务能冲销这个其他应付啊
800385,收到某人定金如何做分录？
800386,公司破产欠员工的工资能拿到吗？
800387,老师，个人可以找税局代开专票吗，如果可以，可以代开什么类型的，税率各是多少
800388,公司购买承兑汇票时存入了保证金，这个保证金在公司的另一个账户里，这个分录怎么写？
800389,请问老师，公司是生产加工企业，管理用办公楼的屋顶维修可以记到长期待摊费用吗？
800390,请问我公司是一般纳税人，系主营收入停车场收费，增值税税率多少？
800391,老师，我司变更股权，公司一共两个股东，账上有二十四万的其他应付款，当时是不够钱周转向股东借的，未分配利润是亏损，现地税说那二十四万其他应付款要按股东占的比例交个人所得税和印花税，有这说法吗
800393,老师，委托代销商品时，受托方收到委托方开的专票，为啥是借受托代销商品款，贷应付账款？与借应交税费进项税，贷应付账款的合写分录是借受托代销商品款，借进项税额，贷应付账款，此时，受托代销商品款是负债类科目吗？
800394,配套的配件可以不用记账吗？
800395,我们房地产开公司买钢材。  钢材我们可以不要发票然后自己去税务局开吗
800396,"公司从一般户购买银行承兑汇票存入保证金A账户，然后用票据支付工程款的会计分录，
购买时存入保证金，
    借银行存款-A账户   贷银行存款-一般户
拿到承兑汇票并支付，
    借预付账款-A公司   贷应付票据
票据到期时，
   借应付票据   贷银行存款-A账户"
800397,"公司从一般户购买银行承兑汇票存入保证金A账户，然后用票据支付工程款的会计分录，
购买时存入保证金，
    借银行存款-A账户   贷银行存款-一般户
拿到承兑汇票并支付，
    借预付账款-A公司   贷应付票据
票据到期时，
   借应付票据   贷银行存款-A账户"
800398,老师，一般说的预缴企业所得税就是提前交下一个季度的所得税吗？题目中说的预缴企业所得税7500，可是什么时候预缴的？又是预缴的哪个季度的？为何要减去7500？
800399,老师，办理变更税号前之前用旧税号开发票没有验旧怎么办
800403,我在听行政单位第二章，有个小例子是借贷都增加了，不是借增加 贷就要减少吗  我要去哪儿学习相关内容
800404,老板想把同样厂家的进货单放一起，我可以打印进销存的成本夹记账模块账里，进销单，我可以分进货单一起装订，销售单一起装订，这样操作吗？或者老师有什么更好的建议呢？
800405,老师我可以记账模块一本账，进货一本账，销货一本账吗？
800406,请问，有限责任公司税务方面是参照小规模纳税人么？
800407,老师，行政单位和事业单位的账在年终的时候要结转哪些科目？12月份的账是不是要在资产负债表日前做完？
800408,工程施工-合同成本-间接费用，工程施工-间接费用，工程施工-合同升本-其他直接费用，请问老师，这三个科目有什么区别？哪些费用该放入这些科目？
800409,麻烦老师帮我分析下这个题目
800410,为什么收索不到ppt的课程
800411,我们公司是电商，主要买办公用品的，比如扫描枪，打印机之类的东西。有时候客户买的打印机，我们进项没有那种型号，会计让我们开票就找价格相近的别的型号来开，请问这种做法合法吗？
800412,老师请问下初级会计实务里，计划成本核算是以材料采购核算还是以原材料核算，我看课程前面是说以材料采购核算，后面又说是以原材料核算，我都乱了，哪个才是对的
800414,汽车租赁公司购买汽车的发票能用于抵扣进项吗
800415,老师，水利部门拨付工程款是怎么一个流程
800416,外帐的倒推，怎么把成本合理的给推出来？
800417,想请问下培训机构的账务处理有什么特别的吗？以前没做过，只做过建筑工程帐
800418,老师，事业单位收入的勘察设计费是怎么报税的？如果本年度没有产生勘察设计费，一直零申报，年终还需要做什么怎么处理吗
800419,老师销售折扣和销售回扣怎么会计处理，发票怎么开呢？
800420,老师你好  我想请问下您 CMA证是考两门试吗？认可度高吗？
800421,老师，咨询一下:餐饮行业，购买的大米怎么录分录，是记入成本当中还是员工福利中？（无法核算是客人消费多少，员工餐消费多少）
800422,老师好，请问下有没有关于互联网金融方面的会计实操呢，互联网金融业务包括期货，基金，股票等，求救中
800423,老师，餐饮行业小吃分成怎么录分录？我们小吃是外包的，做小吃的材料由小吃师傅自己去购买，我们先代收款，月底再四六分成
800424,有讲解卖二手车的账怎么做
800425,"老师您好，有没有酒代理和日化品代理的课程？
马上要去一家商贸公司了，他们有两种业务，1是酒代理，2是日化品代理。和他们的负责人谈了谈，说以前两个部门的账混在一起，不知道具体哪个盈利还是亏损，现在招我过去要重新做账，把两个部门的账分开来做，我是会计新人，刚去应该如何开展工作？"
800426,老师，咱们会计学堂有电算化软件的课程吗，比如录入凭证，就能自动生成凭证，明细账，财务报表的？
800427,老师，我公司有份光伏的屋顶租赁合同，租金是每年六万五。但我们业务说将每月的光伏发电用的水费用也放在租金里面(以提高租金的形式)，租金65000/年已经订好了，水电再补个协议。这种情况下，对方只开租金发票给我就好了吗?(租金发票金额含水电费)，还是租金开一张，水电费也要单独开票?
800428,老师，我们是计算机高兴企业，收到区科协那边的的开办费补贴，我们可以开开办费的发票吗？可以开普票还是专票啊？
800429,请问老师，不动产和固定资产的区别，请分别举出例子！
800430,老师，光伏发电的屋顶租金是进生产成本吗?生产的机器设备保险费进管理费吗?
800431,有关销售返利的核算
800432,老师，我想问下会计学堂有土地增值税汇缴清算或税务筹划的课吗？有的话可以把链接发我吗？
800433,老师，收到区科协开办费，但是我们不在业务范围，这个还可以开开办费的发票吗？
800434,老师，请问下，如果介绍费是个人的，去国税代开，我可以公账转给他吗？
800435,劳务派遣和临时工工资的课程，希望讲一讲
800436,a公司购买了固定资产准备以设备投资b公司，a公司老板当时没有给会计说，这个公司会计就当成自己的固定资产了并计提折旧，并且固定资产总价为45万分三次到发票的。半年后老板才告诉这个固定资产应该计入b公司名字。现在应该怎么会计处理呢？
800437,同事要借现金，我可以用银行存款打给她吗？ 就不用去取现了，因为金额比较大
800438,老师，我们基本户被冻结了，开票系统上面的开户行要不要改成一般户？基本户不能交税，需不需要三方协议改成一般户？
800439,老师去银行开公司的一般户要带什么资料？
800440,有没有企业注销的清算报告模板啊？
800441,老师，小规模的网络公司能给医院开发票么
800442,老师，假如生产A产品的A材料和人工工资能够直接核算的话，那A产品的成本是计入“生产成本-A产品”呢还是计入“生产成本-直接生产成本”！
800443,老师，租用个人的住宅楼可以用于办公吗？
800444,你好，问一下，之前的账务里面开办费多摊销了一个月，成了负数，这个月我想调整一下，是直接冲这个月的管理费用么？要怎么做分录呢？
800445,老师，我们基本户开发票，让客户把货款汇到一般户可以吗
800446,你好，什么是翻领发票
800447,麻烦老师 给说一下 新公司注册需要什么流程和手续  谢谢
800448,税局报税人员需要带什么证件？
800449,企业销售废弃包装物，该包装物没入库，（比如购进方便面，方便面用了，袋子多了卖掉），不知道袋子成本怎么结转？借：库存现金 ，贷其他业务收入-包装袋。下一步借其他业务成本？怎么找成本？
800450,老师，公司自建办公楼，进的材料我直接进工程物资，然后当月直接转到在建工程可以不？
800451,我是会计学堂学员，怎么升级？
800452,税局报税的一般程序流程是什么？
800453,老师，收到租房发票时需要注意什么？有哪些情况如何入账？
800454,当月开的发票当月本来应该作废的，但是误操作，把它红冲了，有没有影响呀
800455,当月开的发票当月本来应该作废的，但是误操作，把它红冲了，有没有影响呀
800456,老师，个人所得税如何计提和交税？
800457,老师，我们往超市供货，是经销模式，卖多少回多少货款，前一段超市为了提升销量，让我们空出单了一笔，直接在收银台刷了销量，最后老板报销这笔钱，我该怎么去做账，
800458,老师您好！资产减值损失-计提的坏账准备和坏账准备在会计报表中哪里显示呢？
800459,签了临时用工合同的临时工，发放工资时，目前政策下，怎么处理较好？金税三期个税系统需不需要申报？
800460,您好，老师，我把安评费，职评费，环评费等计入管理费用——其他，可以吗？不可以，这些费用计入管理费用哪个二级科目？
800461,请问老师  手工帐的过次页承上页具体怎么写
800462,当月预缴的税款可以次月再开票吗
800463,老师好，想咨询一下股东投资款转账的时候必须备注上投资款吗？有什么文件规定吗
800464,企业注销时清算报告模板有么？
800465,登录国税局网站说是没有安装CA浏览器组件是什么意思啊
800466,老师，法人名下有两个公司，两个公司之间可以互相转款吗？没有什么业务往来，也不存在借款之类的。
800467,这个我要怎么出情况说明？
800468,老师，我们开预收款的发票，对方承诺当月付款的，但是每月底没到账，我怎么处理？
800469,老师，收到一张增值税普通发票，进项发票，对方将我公司的纳税人识别号的0打成了O，这样的发票我们能收吗？问题大不？
800470,老师好，这个手续费是进销售费用还是财务费用？
800471,如果1.2.3月  我1月份就开了9万 2.3月没开  总计9万 这种情况扣税吗
800472,老师，公司往银行账上投资钱是法人投的还是股东投?其他人也可以吗？
800473,税局注册登记当月就申报纳税还是下月开始？
800474,老师，我们是高新技术企业，收到区科协补助，让我们给他们开开办费发票。但是我们没有这个经营范围，怎么办？能开不？
800475,各行业的税种，税点及现行的改革政策
800476,老师：销售退回做几笔分录，退回的货不用加工，可以卖的。
800477,老师上月开的红字发票申请书这月申报时忘记进项转出了如何处理？
800478,农膜加工企业，一吨塑料颗粒出约0.9吨农膜，0.1吨废膜。但是废膜搅碎还可以少比例掺进塑料颗粒中继续使用。以前我盘点废膜只盘点吨数按价值0算，因为仓库月底报本月使用原材料1吨，其实最多使用了0.9吨，我就按一吨结转原生产成本了。但是这月老板突然让把废膜按所有原材料平均单价算上价值，那就出现这种问题了，由于企业小，人工少，废膜占空间大不容易称重量，只到每月底盘点一次，所以只知道这月重量，上个月重量，不知道本月使用多少？出产多少废膜。比如1月废膜10吨，2月盘出11吨，2月我借：原材料-废膜，贷什么？如果2月9吨，我贷原材料废膜，借：什么？
800480,付出电子承兑，还需要向对方要收据嘛  可以不可以直接用电子承兑银行背书成功的纸质打印件 做入账凭证
800481,你好，有个事情问下，就是那个外贸出口的，我不是开了一张发票吗？但是对应的进项现在没开出来，那人不在义乌，就暂时没法开。这样有关系吗？这个是小规模的
800482,采矿业成本怎么解决？因为费用少、税就要多上、听说可以摊一点成本、这个成本我就不会了
800483,老师你好，我想问一下企业所得税调增了是不是所调增的数据是要交税的？往来款项可不可以计入应收账款？
800484,如果公司账目金额比较大，除去必要的成本费用支出外，利润总额还有很多的话，怎样能够减少税金
800485,采矿业成本怎么解决？因为费用少、税就要多上、听说可以摊一点成本、这个成本我就不会了，它是一般纳税人、属于老项目、所以按百分之三的增值税、企业所得税百分之二十五
800486,我想问一下  公司采用小企业会计准则 发生补缴上一年度增值税  会计分录该怎么写呢
800487,想咨询一下，在新公司下注册子公司，如何实现现在公司的一个股东控股。
800488,老师，我方购材料对方不能开专票，代开51600元含税专票后要求我方补10个点，10个点应该付对方多少钱呢？
800489,老师，我们公司员工的保险是由劳务公司给我们缴纳的，10月13日我们给劳务公司打了本公司员工8月份到10月份的保险，实际我们工资只做到9月份，这样的话，财务这边应该怎么入账，具体分录该怎么做？
800490,新成立的公司购买的保险柜，路由器，小电器，办公用品等是直接计入管理费用开办费，还是先记入低值易耗品再摊销？如果记入低值易耗品是月末摊销还是领用时摊销？可以一次摊销完吗？
800491,老师，当月未认证的发票要做凭证吗？
800492,公司借个人的长期借款，现在支付个人利息， 对方不提供发票，这个该怎么做入账
800493,我开了一个店，税局定税是26000元每月，法人是我，    除此之外，我也准备成立一个公司    ，法人也是我，如果公司开的发票刚满30000的话，我不在用公司的税号开，我就用店的税票开。这样操作可以吗？
800494,老师，景区内的道路施工成本计入什么科目？
800495,老师  抵个税发票是什么意思
800496,老师，你好，一次性交三年的宽带费怎么入账？分录怎么写？
800497,老师您好！公司备用金也是其他应收款的内容吗？分录怎么做
800498,我要开普通发票给公立的大学，需要填写税号吗？
800499,请问老师i 工厂卖废品的收入怎么做账 怎么做分录
800500,老师：我们公司成立2015年7月，在2015年10月份的与深圳一家公司签订了一份股权转让协议，购买深圳公司5%的股权并汇款40万元，当时是记账公司做的帐，做的是借款，其他应收款-深圳公司，我昨天查账的发现这笔钱，并搞明白其实是购买股权，其中股权转让协议书、公司股份合作协议都有，这二份协议当初没有缴纳印花税，公司股份合作协议是到2017.10.28。 我的想法：将其他应收款调整为长期股权投资，购买5%股权的40万元缴纳印花税，这样做对吗？
800501,老师，我们公司交的的电费没有发票，我们可以用其他的票，比如机票、过路费的票来冲抵，附上电费的收据在报销单后面备注冲抵电费吗
800502,到国税申请超限量发票，一般要多久通过。我10.24.申请的。现在还显示正在受理。
800503,老师，可不可以，借:应交税费_应交增值税(销项税额) 贷:银行存款
800505,老师您好，对于超市购预付卡的员工报销，我们公司口头规定说收到预付卡发票报销，要退回，重新换票，但是员工却给了如图片上的解释 说发票可以用，怎么回复她们这种发票是不能使用的呢？
800506,老师，请问我们是新办生态农业公司每个月发给临时工的工资将近十几万，都是临时用当地村民，无法取得发票，如何做账？需要去税务局开劳务发票或者申报个税吗？企业所得税可以税前扣除吗？如果不开发票有什么税务风险？
800507,老师，我问一下，申请高新技术企业明年大约在几月份
800508,请问我接了一家公司的搬运活，但是对方公司需要我给他们开发票，这个我去哪里开呢？
800509,今年1月份购买的税控盘，当时没有抵扣销项税，当时公司属于小规模纳税人，公司7月份升为一般纳税人，现在10月份可以拿去抵扣吗，
800510,请教下我公司生产机器，从外部购买的机器的电子程序要如何记账呢？
800511,母公司向子公司无息借款，是否母公司那缴税？
